,full_name,link,description,stars,forks,watchers,keywords,source
0,nsq,https://github.com/nsqio/nsq.git,A realtime distributed messaging platform,20065,2598,20065,messaging+go+messaging+distributed-systems+queue+message-queue+nsq,GitHub
1,tdesktop,https://github.com/telegramdesktop/tdesktop.git,Telegram Desktop messaging app,16409,3502,16409,messaging+telegram+telegram-desktop+messenger+telegram-solution+multi-platform,GitHub
2,disruptor,https://github.com/LMAX-Exchange/disruptor.git,High Performance Inter-Thread Messaging Library,13973,3408,13973,messaging+disruptor+java+concurrency,GitHub
3,WebViewJavascriptBridge,https://github.com/marcuswestin/WebViewJavascriptBridge.git,An iOS/OSX bridge for sending messages between Obj-C and JavaScript in UIWebViews/WebViews,13766,2899,13766,messaging,GitHub
4,akka,https://github.com/akka/akka.git,"Build highly concurrent, distributed, and resilient message-driven applications on the JVM",11693,3416,11693,messaging+reactive+distributed-systems+concurrency+high-performance+akka+actor-model+distributed-actors+cloud-native+streaming+hacktoberfest,GitHub
5,JSQMessagesViewController,https://github.com/jessesquires/JSQMessagesViewController.git,An elegant messages UI library for iOS,11237,2908,11237,messaging+messaging+message+messenger+ios+viewcontroller+jsqmessagesviewcontroller+ios-ui,GitHub
6,bull,https://github.com/OptimalBits/bull.git,Premium Queue package for handling distributed jobs and messages in NodeJS.,11038,1166,11038,messaging+nodejs+message-queue+job-queue+queue+job+message+priority+scheduler+rate-limiter,GitHub
7,botkit,https://github.com/howdyai/botkit.git,"Botkit is an open source developer tool for building chat bots, apps and custom integrations for major messaging platforms.",10408,2275,10408,messaging+botkit+botkit-studio+microsoft-bot-framework+bot-application+slack+facebook+twilio+cisco-spark+bots+sms+conversational-ui+workplacebyfacebook+microsoft-teams+bot+facebook-bot+facebook-messenger+glitch+making-bots+web-bot+chatbot,GitHub
8,gitmoji,https://github.com/carloscuesta/gitmoji.git,An emoji guide for your commit messages. 😜 ,10169,597,10169,messaging+emoji+gitmoji+commits,GitHub
9,nats-server,https://github.com/nats-io/nats-server.git,"High-Performance server for NATS.io, the cloud and edge native messaging system.",9653,940,9653,messaging+go+golang+messaging+message-bus+message-queue+cloud-native+microservices-architecture+nats-server+distributed-systems+cloud+cloud-computing,GitHub
10,pulsar,https://github.com/apache/pulsar.git,Apache Pulsar - distributed pub-sub messaging system,9396,2318,9396,messaging+pulsar+pubsub+messaging+streaming+queuing+event-streaming,GitHub
11,commitlint,https://github.com/conventional-changelog/commitlint.git,📓 Lint commit messages,8819,526,8819,messaging+git+commit+lint+conventions,GitHub
12,SlackTextViewController,https://github.com/slackhq/SlackTextViewController.git,⛔️**DEPRECATED** ⛔️ A drop-in UIViewController subclass with a growing text input view and other useful messaging features,8427,1113,8427,messaging,GitHub
13,emqx,https://github.com/emqx/emqx.git,"An Open-Source, Cloud-Native, Distributed MQTT Message Broker for IoT.",8421,1529,8421,messaging+mqtt+iot+mqtt-broker+erlang+erlang-mqtt-broker+iot-middleware+broker+m2mqtt+m2m+pubsub+messaging+coap+coap-server+lorawan+lorawan-server+5g+5g-messaging+mqtt-server+iot-broker+iot-server,GitHub
14,disque,https://github.com/antirez/disque.git,Disque is a distributed message broker,7802,539,7802,messaging,GitHub
15,chat,https://github.com/tinode/chat.git,"Instant messaging platform. Backend in Go. Clients: Swift iOS, Java Android, JS webapp, scriptable command line; chatbots",7443,1044,7443,messaging+chat+chat-application+chatapp+go+golang+instant-messaging+messenger+messaging+messaging-api+grpc+chatbots+chatserver+webchat-server+whatsapp+telegram+xmpp,GitHub
16,psr7,https://github.com/guzzle/psr7.git,PSR-7 HTTP message library,7185,225,7185,messaging,GitHub
17,assert,https://github.com/webmozarts/assert.git,Assertions to validate method input/output with nice error messages.,6834,114,6834,messaging,GitHub
18,noty,https://github.com/needim/noty.git,⛔️ DEPRECATED - Dependency-free notification library that makes it easy to create alert - success - error - warning - information - confirmation messages as an alternative the standard alert dialog.,6739,1057,6739,messaging+javascript+notifications+library+push+depracated+obsolete+archived,GitHub
19,http-message,https://github.com/php-fig/http-message.git,The purpose of this PSR is to provide a set of common interfaces for HTTP messages as described in RFC 7230 and RFC 7231,6291,161,6291,messaging+psr+php+php-fig+http,GitHub
20,commit-messages-guide,https://github.com/RomuloOliveira/commit-messages-guide.git,A guide to understand the importance of commit messages and how to write them well,6191,321,6191,messaging,GitHub
21,SwiftMessages,https://github.com/SwiftKickMobile/SwiftMessages.git,A very flexible message bar for iOS written in Swift.,6168,626,6168,messaging+swift+ios+nib+ui+nib-files+snackbar+alerts+ui-components+banner+swift4+ios11+iphone-x,GitHub
22,community-edition,https://github.com/ramboxapp/community-edition.git,Free and Open Source messaging and emailing app that combines common web applications into one.,6004,762,6004,messaging+windows+macos+linux+whatsapp+messenger+skype+email+gmail+outlook+icloud+hangouts+slack+telegram+microsoft-teams+facebook-workplace+custom-services+discord+hipchat+inbox+tweetdeck,GitHub
23,server,https://github.com/gotify/server.git,A simple server for sending and receiving messages in real-time per WebSocket. (Includes a sleek web-ui),6004,325,6004,messaging+golang+notifications+api+react+javascript+gotify+selfhosted+self-hosted+privacy+cloud+hosting+free-software+self-hosting,GitHub
24,aeron,https://github.com/real-logic/aeron.git,"Efficient reliable UDP unicast, UDP multicast, and IPC message transport",5633,675,5633,messaging+messaging+java+c-plus-plus+ipc+multicast-streams+c,GitHub
25,conventional-changelog,https://github.com/conventional-changelog/conventional-changelog.git,Generate changelogs and release notes from a project's commit messages and metadata.,5623,570,5623,messaging+changelog+history+git+tag+metadata,GitHub
26,machinery,https://github.com/RichardKnop/machinery.git,Machinery is an asynchronous task queue/job queue based on distributed message passing.,5462,682,5462,messaging+go+golang+task+task-scheduler+queue+amqp+rabbitmq+redis+memcached+mongodb+aws-sqs,GitHub
27,GameNetworkingSockets,https://github.com/ValveSoftware/GameNetworkingSockets.git,Reliable & unreliable messages over UDP.  Robust message fragmentation & reassembly.  P2P networking / NAT traversal.  Encryption.,5442,363,5442,messaging+reliable-messages+networking+game-development+realtime-messaging+peer-to-peer,GitHub
28,centrifugo,https://github.com/centrifugal/centrifugo.git,Scalable real-time messaging server in language-agnostic way. Set up once and forever.,5182,447,5182,messaging+sockjs+websocket+redis+real-time+messaging+scalability,GitHub
29,ejabberd,https://github.com/processone/ejabberd.git,"Robust, Ubiquitous and Massively Scalable Messaging Platform (XMPP, MQTT, SIP Server)",4938,1433,4938,messaging+erlang+xmpp+jabber+chat+messaging+sip+voip+iot+pubsub+broker+groupchat+stun+turn+ejabberd+jabber-server+mqtt+brokers+server+sip-server,GitHub
30,TSMessages,https://github.com/KrauseFx/TSMessages.git,💌 Easy to use and customizable messages/notifications for iOS à la Tweetbot,4934,761,4934,messaging+notifications+tsmessages+objective-c+cocoapods+ios+library,GitHub
31,berty,https://github.com/berty/berty.git,"Berty is a secure peer-to-peer messaging app that works with or without internet access, cellular data or trust in the network",4695,187,4695,messaging+berty+ipfs+libp2p+mobile-app+ios+android+cybersecurity+privacy+p2p+orbitdb+react-native+gomobile+encryption+censorship+surveillance+monorepo+offline-first+crdt+messaging,GitHub
32,faye,https://github.com/faye/faye.git,Simple pub/sub messaging for the web,4345,396,4345,messaging,GitHub
33,PushSharp,https://github.com/Redth/PushSharp.git,"A server-side library for sending Push Notifications to iOS (iPhone/iPad APNS), Android (C2DM and GCM - Google Cloud Message), Windows Phone, Windows 8, Amazon, Blackberry, and (soon) FirefoxOS devices!",4321,1585,4321,messaging,GitHub
34,MessageDisplayKit,https://github.com/xhzengAIB/MessageDisplayKit.git,"An IM App like WeChat App has to send text, pictures, audio, video, location messaging, managing local address book, share a circle of friends, drifting friends, shake a fun and more interesting features.",4300,1236,4300,messaging,GitHub
35,messenger,https://github.com/HubSpot/messenger.git,Growl-style alerts and messages for your app. #hubspot-open-source,4067,443,4067,messaging,GitHub
36,franz,https://github.com/meetfranz/franz.git,"Franz is a free messaging app for services like WhatsApp, Slack, Messenger and many more.",4016,541,4016,messaging+messaging+electron+franz+messenger+whatsapp+slack+telegram+productivity+office,GitHub
37,end-to-end,https://github.com/google/end-to-end.git,"End-To-End is a crypto library to encrypt, decrypt, digital sign, and verify signed messages (implementing OpenPGP)",4016,340,4016,messaging+openpgp+javascript+otr+cryptography,GitHub
38,MMWormhole,https://github.com/mutualmobile/MMWormhole.git,Message passing between iOS apps and extensions.,3816,292,3816,messaging,GitHub
39,Email-Boilerplate,https://github.com/seanpowell/Email-Boilerplate.git,The email boilerplate for sending out nicely formatted messages.,3723,685,3723,messaging,GitHub
40,Whisper,https://github.com/hyperoslo/Whisper.git,:mega: Whisper is a component that will make the task of display messages and in-app notifications simple. It has three different views inside,3711,379,3711,messaging+ios+swift+message+notifications,GitHub
41,ricochet,https://github.com/ricochet-im/ricochet.git,Anonymous peer-to-peer instant messaging,3550,403,3550,messaging+tor+c-plus-plus+messaging+privacy+gui+cross-platform,GitHub
42,nats.go,https://github.com/nats-io/nats.go.git,"Golang client for NATS, the cloud native messaging system.",3478,449,3478,messaging+go+golang+nats+microservices+microservices-architecture+pub-sub+cloud-native+cloud-native-architectures+cloud-native-microservices,GitHub
43,patchwork,https://github.com/ssbc/patchwork.git,A decentralized messaging and sharing app built on top of Secure Scuttlebutt (SSB).,3471,368,3471,messaging+scuttlebutt+ssb+social+social-network+decentralized+offline+off-grid+p2p+nodejs+electron+macos+linux+decentralized-messaging+windows+server+javascript,GitHub
44,actor-platform,https://github.com/actorapp/actor-platform.git,Actor Messaging platform,3314,774,3314,messaging,GitHub
45,AndroidViewHover,https://github.com/daimajia/AndroidViewHover.git,An elegant way to show your menu or messages.,3179,748,3179,messaging,GitHub
46,kestrel,https://github.com/twitter-archive/kestrel.git,"simple, distributed message queue system (inactive)",2787,327,2787,messaging,GitHub
47,MonkeyKing,https://github.com/nixzhu/MonkeyKing.git,MonkeyKing helps you to post messages to Chinese Social Networks.,2674,245,2674,messaging+wechat+weibo+qq+alipay,GitHub
48,power-assert,https://github.com/power-assert-js/power-assert.git,Power Assert in JavaScript. Provides descriptive assertion messages through standard assert interface. No API is the best API.,2647,66,2647,messaging+power-assert+assert,GitHub
49,ehForwarderBot,https://github.com/ehForwarderBot/ehForwarderBot.git,An extensible message tunneling chat bot framework. Delivers messages to and from multiple platforms and remotely control your accounts.,2586,255,2586,messaging+chat-bot+chatbot+tunnel-bot+chat-tunneling+framework+eh-forwarder-bot+python-3,GitHub
50,vernemq,https://github.com/vernemq/vernemq.git,A distributed MQTT message broker based on Erlang/OTP. Built for high quality & Industrial use cases.,2514,300,2514,messaging+mqtt+m2m+scalable+broker+erlang+distributed+messaging+pubsub+vernemq+iot-middleware+iot+vernemq-users+vernemq-documentation+industrial-iot+industrial-communication+industrial-automation+industry-40+message-queue+manufacturing,GitHub
51,simple-binary-encoding,https://github.com/real-logic/simple-binary-encoding.git,Simple Binary Encoding (SBE) - High Performance Message Codec,2474,411,2474,messaging+codec+java+c-plus-plus+golang+encoder-decoder,GitHub
52,vuvuzela,https://github.com/vuvuzela/vuvuzela.git,Private messaging system that hides metadata,2408,198,2408,messaging+vuvuzela+metadata+privacy+messaging+chat+cryptography+golang+research,GitHub
53,easyXDM,https://github.com/oyvindkinsey/easyXDM.git,"A javascript library providing cross-browser, cross-site messaging/method invocation.",2386,271,2386,messaging,GitHub
54,Chronicle-Queue,https://github.com/OpenHFT/Chronicle-Queue.git,Micro second messaging that stores everything to disk,2383,426,2383,messaging+chronicle+queue+java+performance+low-latency+persistance,GitHub
55,jquery-tokeninput,https://github.com/loopj/jquery-tokeninput.git,"Tokeninput is a jQuery plugin which allows your users to select multiple items from a predefined list, using autocompletion as they type to find each item. You may have seen a similar type of text entry when filling in the recipients field sending messages on facebook.",2381,1036,2381,messaging,GitHub
56,nng,https://github.com/nanomsg/nng.git,nanomsg-next-generation -- light-weight brokerless messaging,2363,310,2363,messaging,GitHub
57,EasyTransaction,https://github.com/QNJR-GROUP/EasyTransaction.git,"A distribute transaction solution（分布式事务） unified the usage of TCC , SAGA ,FMT (seata/fescar AutoCompensation)， reliable message, compensate and so on;",2261,795,2261,messaging+transaction+tcc+base+saga+distributed-transaction,GitHub
58,TextSurface,https://github.com/elevenetc/TextSurface.git,A little animation framework which could help you to show message in a nice looking way,2220,253,2220,messaging+animation+animation-framework+android+android-library+android-ui,GitHub
59,deleteDiscordMessages,https://github.com/victornpb/deleteDiscordMessages.git,Undiscord - Delete all messages in a Discord channel or DM (Easy and fast) Bulk delete,2198,458,2198,messaging+discord+delete-multiple+bulk-operation+discord-channel+discordapp+userscript,GitHub
60,kombu,https://github.com/celery/kombu.git,Messaging library for Python.,2186,781,2186,messaging+celery+messaging+python+message-queue+kombu+python-library+python3+python-3+python2+rabbitmq+sqs,GitHub
61,liftbridge,https://github.com/liftbridge-io/liftbridge.git,"Lightweight, fault-tolerant message streams.",2119,91,2119,messaging+nats+streaming+messaging+cloud-native+grpc+distributed-systems+liftbridge+golang+go+message-queue+pubsub,GitHub
62,Chats,https://github.com/acani/Chats.git,Open-Source Messaging App,2062,465,2062,messaging,GitHub
63,laravel-messenger,https://github.com/cmgmyr/laravel-messenger.git,Simple user messaging package for Laravel,2049,479,2049,messaging+laravel+php+laravel-messenger+messenger+composer+composer-packages+package+hacktoberfest,GitHub
64,enqueue-dev,https://github.com/php-enqueue/enqueue-dev.git,"Message Queue, Job Queue, Broadcasting, WebSockets packages for PHP, Symfony, Laravel, Magento. DEVELOPMENT REPOSITORY - provided by Forma-Pro",1922,369,1922,messaging+message-queue+message-bus+rabbitmq+amqp+stomp+job-queue+amazon-sqs+redis+doctrine-dbal+rabbitmq-client+message-passing+beanstalkd+gearman+kafka+symfony+google-pubsub+wamp+wamp-client+sns+hacktoberfest,GitHub
65,NullSafe,https://github.com/nicklockwood/NullSafe.git,NullSafe is a simple category on NSNull that returns nil for unrecognised messages instead of throwing an exception,1902,368,1902,messaging,GitHub
66,js-signals,https://github.com/millermedeiros/js-signals.git,Custom Event/Messaging system for JavaScript inspired by AS3-Signals,1889,193,1889,messaging,GitHub
67,WebWhatsapp-Wrapper,https://github.com/mukulhase/WebWhatsapp-Wrapper.git,An API for sending and receiving messages over web.whatsapp [Working as of 18th May 2018],1799,760,1799,messaging,GitHub
68,TWMessageBarManager,https://github.com/terryworona/TWMessageBarManager.git,An iOS manager for presenting system-wide notifications via a dropdown message bar.,1796,203,1796,messaging,GitHub
69,shoryuken,https://github.com/ruby-shoryuken/shoryuken.git,A super efficient Amazon SQS thread based message processor for Ruby,1789,238,1789,messaging+ruby+shoryuken+aws-sdk-ruby+aws-sqs+concurrent-ruby+message-processor+sqs-commands+rails+activejob,GitHub
70,kafka-monitor,https://github.com/linkedin/kafka-monitor.git,"Xinfra Monitor monitors the availability of Kafka clusters by producing synthetic workloads using end-to-end pipelines to obtain derived vital statistics - E2E latency, service produce/consume availability, offsets commit availability & latency, message loss rate and more.",1772,407,1772,messaging+kafka-monitor+kafka-cluster+monitor-topic+partition+broker+partition-count+leader+latency+cluster+metrics+kmf+kafka-broker+xinfra-monitor+monitor-single-clusters+reassigns-partition+jmx-metrics+clusters+xinfra+monitor+topic,GitHub
71,hangups,https://github.com/tdryer/hangups.git,the first third-party instant messaging client for Google Hangouts,1737,203,1737,messaging+python+asyncio+python-3+chat+google-hangouts,GitHub
72,react-native-fcm,https://github.com/evollu/react-native-fcm.git,react native module for firebase cloud messaging and local notification,1733,700,1733,messaging+notifications+fcm+android+firebase+ios+local-notifications,GitHub
73,messaging-apis,https://github.com/Yoctol/messaging-apis.git,Messaging APIs for multi-platform,1695,183,1695,messaging+messaging+messenger+line+api-client+chatbot+slack+telegram+bot+viber+wechat,GitHub
74,elasticmq,https://github.com/softwaremill/elasticmq.git,In-memory message queue with an Amazon SQS-compatible interface. Runs stand-alone or embedded.,1682,152,1682,messaging+scala+sqs-interface+elasticmq+amazon-sqs+aws+aws-sqs+messaging,GitHub
75,git-commit-emoji-cn,https://github.com/liuchengxu/git-commit-emoji-cn.git,😁 git commit message emoji 使用指南,1660,248,1660,messaging+git+emoji,GitHub
76,bullmq,https://github.com/taskforcesh/bullmq.git,BullMQ - Premium Message Queue for NodeJS based on Redis,1648,138,1648,messaging,GitHub
77,mailboxer,https://github.com/mailboxer/mailboxer.git,A Rails gem to send messages inside a web application,1644,464,1644,messaging,GitHub
78,kilim,https://github.com/kilim/kilim.git,"Lightweight threads for Java, with message passing, nio, http and scheduling support.",1634,343,1634,messaging,GitHub
79,messenger-platform-samples,https://github.com/fbsamples/messenger-platform-samples.git,Messenger Platform samples for sending and receiving messages. Walk through the Get Started with this code. https://developers.facebook.com/docs/messenger-platform/quickstart,1631,2644,1631,messaging,GitHub
80,react-native-dropdownalert,https://github.com/testshallpass/react-native-dropdownalert.git,"A simple alert to notify users about new chat messages, something went wrong or everything is ok.",1592,243,1592,messaging+react-native+dropdown+alert+notification,GitHub
81,zend-diactoros,https://github.com/zendframework/zend-diactoros.git,PSR-7 HTTP Message implementation,1578,151,1578,messaging,GitHub
82,protoc-gen-validate,https://github.com/envoyproxy/protoc-gen-validate.git,protoc plugin to generate polyglot message validators,1561,258,1561,messaging+protoc+constraints+protoc-plugin+protocol-buffers+validation,GitHub
83,got-your-back,https://github.com/jay0lee/got-your-back.git,Got Your Back (GYB) is a command line tool for backing up your Gmail messages to your computer using Gmail's API over HTTPS.,1542,166,1542,messaging,GitHub
84,messageformat,https://github.com/messageformat/messageformat.git,ICU MessageFormat for Javascript - i18n Plural and Gender Capable Messages,1541,143,1541,messaging+messageformat+language,GitHub
85,sandglass,https://github.com/sandglass/sandglass.git,"Sandglass is a distributed, horizontally scalable, persistent, time sorted message queue.",1529,47,1529,messaging+distributed+message-queue+taskqueue+go+distributed-systems+messaging,GitHub
86,rsmq,https://github.com/smrchy/rsmq.git,Redis Simple Message Queue,1524,114,1524,messaging+rsmq+queue+message-queue+fifo+redis+nodejs+npm,GitHub
87,rabbit.js,https://github.com/squaremo/rabbit.js.git,Messaging in Node.JS made easy using RabbitMQ,1518,154,1518,messaging,GitHub
88,kowl,https://github.com/cloudhut/kowl.git,"Apache Kafka Web UI for exploring messages, consumers, configurations and more with a focus on a good UI & UX.",1505,63,1505,messaging+kafka+apache-kafka+search-interface+web+ui+dataops+gui,GitHub
89,mainflux,https://github.com/mainflux/mainflux.git,Industrial IoT Messaging and Device Management Platform,1496,447,1496,messaging+golang+iot-platform+edge-computing+distributed-systems+iot-cloud+iot-gateway+message-broker+mqtt+coap+web-socket+lorawan+opc-ua+iiot+lora+iot+internet-of-things+lwm2m+messaging+edge+telecom,GitHub
90,message_bus,https://github.com/discourse/message_bus.git,A reliable and robust messaging bus for Ruby and Rack,1490,122,1490,messaging,GitHub
91,gitreflow,https://github.com/reenhanced/gitreflow.git,"Reflow automatically creates pull requests, ensures the code review is approved, and squash merges finished branches to master with a great commit message template.",1484,64,1484,messaging+ruby+git+git-workflow+workflow+hacktoberfest,GitHub
92,axon,https://github.com/tj/axon.git,message-oriented socket library for node.js heavily inspired by zeromq,1475,161,1475,messaging,GitHub
93,wufuc,https://github.com/zeffy/wufuc.git,"Disables the ""Unsupported Hardware"" message in Windows Update, and allows you to continue installing updates on Windows 7 and 8.1 systems with Intel Kaby Lake, AMD Ryzen, or other unsupported processors.",1474,191,1474,messaging+windows-7+windows-8-1+windows-server+windows-updates+reverse-engineering+intel+amd+intel-kaby-lake+amd-ryzen,GitHub
94,myth,https://github.com/dromara/myth.git,Reliable messages resolve distributed transactions,1464,642,1464,messaging+translation+dubbo+springcloud+motan+rocketmq+activemq+kafka+rabbitmq+aop+soa+spring+springboot+kryo+protobuf,GitHub
95,wechat-go,https://github.com/songtianyi/wechat-go.git,go version wechat web api and message framework for building wechat robot,1424,293,1424,messaging+wechat+golang+web+api+robot+bot+framework,GitHub
96,cherami-server,https://github.com/uber-archive/cherami-server.git,"Distributed, scalable, durable, and highly available message queue system. This project is deprecated and not maintained.",1421,97,1421,messaging,GitHub
97,MongooseIM,https://github.com/esl/MongooseIM.git,MongooseIM is a mobile messaging platform with focus on performance and scalability,1420,410,1420,messaging+mongooseim+erlang+xmpp+jabber+messaging+chat,GitHub
98,talk,https://github.com/nahid/talk.git,Talk is a real-time users messaging and chatting system Laravel.,1416,315,1416,messaging+realtime-message+message-threads+conversation+talk+laravel-message+laravel-chat+inbox+laravel-talk+laravel-package,GitHub
99,loklak_server,https://github.com/loklak/loklak_server.git,"Distributed Open Source twitter and social media message search server that anonymously collects, shares, dumps and indexes data http://api.loklak.org",1388,218,1388,messaging,GitHub
100,manifold,https://github.com/discord/manifold.git,Fast batch message passing between nodes for Erlang/Elixir.,1370,44,1370,messaging+erlang+elixir+message-passing+performance,GitHub
101,ServiceBusExplorer,https://github.com/paolosalvatori/ServiceBusExplorer.git,"The Service Bus Explorer allows users to connect to a Service Bus namespace and administer messaging entities in an easy manner. The tool provides advanced features like import/export functionality or the ability to test topic, queues, subscriptions, relay services, notification hubs and events hubs.",1364,435,1364,messaging+service-bus+notification-hubs+messaging-entities+azure-service-bus+azure-eventhub+azure-event-hubs+azure-event-hub+azure-servicebus+azure-relay+azure-notificationhub+azure-notification-hubs+azure+dotnet+windows-forms,GitHub
102,MaterialBadgeTextView,https://github.com/matrixxun/MaterialBadgeTextView.git,"As the name describes, this is an Android library that you can use to show new messages badge and new features badge.",1339,204,1339,messaging+android+textview+badge+android-library,GitHub
103,message-db,https://github.com/message-db/message-db.git,Microservice native message and event store for Postgres,1336,47,1336,messaging+event-store+event-sourcing+event-driven+pub-sub+event-stream+message-queue+postgres,GitHub
104,vice,https://github.com/matryer/vice.git,Go channels at horizontal scale (powered by message queues),1330,67,1330,messaging+golang+channels+queues+idiomatic,GitHub
105,themis,https://github.com/cossacklabs/themis.git,Easy to use cryptographic framework for data protection: secure messaging with forward secrecy and secure data storage. Has unified APIs across 14 platforms.,1321,112,1321,messaging+cryptography-library+cryptography+security+golang+ios+swift+objective-c+python+ruby+php+java+javascript+authentication+secure-messenger+secure-storage+encryption+symmetric-cryptography+asymmetric-cryptography+rust+owasp,GitHub
106,Metamorphosis,https://github.com/killme2008/Metamorphosis.git,"A  high available,high performance distributed messaging system.",1302,706,1302,messaging,GitHub
107,node-gcm,https://github.com/ToothlessGear/node-gcm.git,A NodeJS wrapper library port to send data to Android devices via Google Cloud Messaging,1291,205,1291,messaging+gcm+node-gcm+notifications+javascript+firebase-cloud-messaging+android+push-notifications+nodejs,GitHub
108,line-bot-sdk-python,https://github.com/line/line-bot-sdk-python.git,LINE Messaging API SDK for Python,1287,713,1287,messaging+line+bot+sdk+python,GitHub
109,wechat-dump,https://github.com/ppwwyyxx/wechat-dump.git,Cracking encrypted wechat message history from android,1283,276,1283,messaging+wechat+android,GitHub
110,jquery-toast-plugin,https://github.com/kamranahmedse/jquery-toast-plugin.git,Highly customizable jquery plugin to show toast messages,1276,460,1276,messaging+toast+toast-message+jquery-toast-plugin+toastr+notifications+growl+growl-notifications,GitHub
111,wechat,https://github.com/Eric-Guo/wechat.git,"API, command and message handling for WeChat in Rails",1262,364,1262,messaging+wechat-sdk+wechat-oauth+wechat-framework+wechat,GitHub
112,git-notify,https://github.com/jevakallio/git-notify.git,🙉 📣 Communicate important updates to your team via git commit messages,1257,17,1257,messaging+git+githooks+husky+developer-tools+typescript,GitHub
113,slack-cleaner,https://github.com/kfei/slack-cleaner.git,:speech_balloon: Bulk delete messages and files on Slack,1211,148,1211,messaging,GitHub
114,visualixir,https://github.com/koudelka/visualixir.git,A process/message visualizer for BEAM nodes.💪👁,1202,42,1202,messaging+elixir+visualizer+beam+erlang,GitHub
115,SPAlert,https://github.com/ivanvorobei/SPAlert.git,"Native alert from Apple Music & Feedback. Contains Done, Heart & Message and other presets. Support SwiftUI.",1198,72,1198,messaging+alert+popup+swift+apple+native+applemusic+appstore+feedback+animated+ui+ui-components+uikit+apple-music+alert-controller+ios+swiftui+swiftui-example,GitHub
116,deep-text-corrector,https://github.com/atpaino/deep-text-corrector.git,"Deep learning models trained to correct input errors in short, message-like text",1179,271,1179,messaging,GitHub
117,slack,https://github.com/maknz/slack.git,"A simple PHP package for sending messages to Slack, with a focus on ease of use and elegant syntax.",1175,194,1175,messaging,GitHub
118,connect-flash,https://github.com/jaredhanson/connect-flash.git,Flash message middleware for Connect and Express.,1172,161,1172,messaging,GitHub
119,NettyRPC,https://github.com/tang-jie/NettyRPC.git,"NettyRPC is high performance java rpc server base on Netty,using kryo,hessian,protostuff support message serialization.",1160,498,1160,messaging+netty+rpc+jmx+parallel+spring,GitHub
120,DDMQ,https://github.com/didi/DDMQ.git,"DDMQ is a distributed messaging product with low latency, high throughput and high availability.",1155,310,1155,messaging,GitHub
121,Beaver,https://github.com/Clivern/Beaver.git,"💨 A real time messaging system to build a scalable in-app notifications, multiplayer games, chat apps in web and mobile apps.",1116,61,1116,messaging+pusher+beaver+websocket+pubsub+socket-io+realtime+messaging+messaging-service+socketjs,GitHub
122,jackal,https://github.com/ortuman/jackal.git,💬 Instant messaging server for the Extensible Messaging and Presence Protocol (XMPP).,1115,93,1115,messaging+xmpp-server+xmpp+go+jabber+jackal-community+jackal+golang+golang-server+messaging+iot+chat+jabber-server,GitHub
123,message-factory,https://github.com/php-http/message-factory.git,Factory interfaces for PSR-7 HTTP Message,1113,7,1113,messaging,GitHub
124,ockam,https://github.com/ockam-network/ockam.git,Tools for mutually authenticated and end-to-end encrypted messaging between distributed applications.,1104,109,1104,messaging+internet-of-things+iot+messaging+authentication+key-management+identity+influxdb+trust+kafka+library+rust+elixir+security+e2ee+end-to-end-encryption+identity-managment+protocols+encrypted-connections+encrypted-messages+rust-lang,GitHub
125,Zeus,https://github.com/Visgean/Zeus.git,"NOT MY CODE! Zeus trojan horse - leaked in 2011, I am not the author. This repository is for study purposes only, do not message me about your lame hacking attempts. ",1082,676,1082,messaging+c+c-plus-plus+malware+russian+virus+leaks,GitHub
126,rabbitmq-delayed-message-exchange,https://github.com/rabbitmq/rabbitmq-delayed-message-exchange.git,Delayed Messaging for RabbitMQ,1078,87,1078,messaging+rabbitmq+plugin+exchange+rabbitmq-plugin,GitHub
127,tmi.js,https://github.com/tmijs/tmi.js.git,💬 Javascript library for the Twitch Messaging Interface. (Twitch.tv),1050,184,1050,messaging+twitch+chatbot+javascript+nodejs+tmi+tmijs+twitchdev,GitHub
128,message,https://github.com/php-http/message.git,HTTP Message related tools,1045,31,1045,messaging,GitHub
129,nats.js,https://github.com/nats-io/nats.js.git,"Node.js client for NATS, the cloud native messaging system.",1032,137,1032,messaging,GitHub
130,toxic,https://github.com/JFreegman/toxic.git,A Tox-based instant messaging and video chat client,1023,141,1023,messaging+tox+dht+privacy+security+decentralization+security-tools+decentralized-applications+privacy-tools+tox-client+dht-network+p2p+ncurses,GitHub
131,chatify,https://github.com/munafio/chatify.git,A Laravel package helps you add a complete real-time messaging system to your new / existing application with only one command.,1019,243,1019,messaging+laravel+laravel-package+chat+php+pusher+realtime-messaging+real-time+conversion+library+chatify,GitHub
132,discord-irc,https://github.com/reactiflux/discord-irc.git,Connects Discord and IRC channels by sending messages back and forth.,1015,267,1015,messaging,GitHub
133,pact-js,https://github.com/pact-foundation/pact-js.git,JS version of Pact. Pact is a contract testing framework for HTTP APIs and non-HTTP asynchronous messaging systems.,1014,260,1014,messaging+pact+consumer-driven-contracts+pact-js+mocha+test-framework+hacktoberfest,GitHub
134,carmine,https://github.com/ptaoussanis/carmine.git,Redis client and message queue for Clojure,1014,114,1014,messaging+clojure+epl+taoensso+redis+message-queue,GitHub
135,git-messenger.vim,https://github.com/rhysd/git-messenger.vim.git,Vim and Neovim plugin to reveal the commit messages under the cursor,1009,19,1009,messaging+vim-plugin+vim+neovim+git,GitHub
