,full_name,link,description,stars,forks,watchers,keywords,source
266,Ferr-s-Drop,https://github.com/Ferrar65/Ferr-s-Drop.git,Airdrop / Airport Emulator,2,1,2,airport,GitHub
267,magicbox-aggregate-mobility,https://github.com/unicef/magicbox-aggregate-mobility.git,Aggregates Amadeus airport to airport mobility by municipality/state in CSV format,2,2,2,airport,GitHub
268,Airport-Sign-Code,https://github.com/bluehat/Airport-Sign-Code.git,This code controls some airport signs,2,2,2,airport,GitHub
269,faa-airport-status.py,https://github.com/jakekara/faa-airport-status.py.git,Get FAA airport statuses in python,2,2,2,airport,GitHub
270,MMM-aviationwx,https://github.com/stuloh/MMM-aviationwx.git,MagicMirror module that displays METAR and FAA delay data for airports in the continental U.S.,2,4,2,airport,GitHub
271,FlightPlanner,https://github.com/anisouared/FlightPlanner.git,Flight planner with calculation of fuel consumption between airports,2,2,2,airport,GitHub
272,UofT_BootCamp_Project-2,https://github.com/saltamay/UofT_BootCamp_Project-2.git,Meet people at the Airport during your layover.,2,2,2,airport,GitHub
273,LayZate,https://github.com/winhtaikaung/LayZate.git,To Know The Flight Status of Myanmar Airports,2,2,2,airport,GitHub
274,Flask_Airport_Distance,https://github.com/jiangxiaoli/Flask_Airport_Distance.git,A web app that calculates the distance (in nautical miles) between two airports. The app should auto- complete the airports and should feature all airports in the US. Bonus: plot the trip on Google maps.,2,2,2,airport,GitHub
275,SQL,https://github.com/Dajnowicz/SQL.git,Airport DataBase,2,0,2,airport,GitHub
276,airport_autopcomplete,https://github.com/tbogatchev/airport_autopcomplete.git,Airport autocomplete,2,1,2,airport,GitHub
277,MSFS2020-P52,https://github.com/julysfire/MSFS2020-P52.git,P52 - Cottonwood Airport,2,0,2,airport,GitHub
278,mm1-queue,https://github.com/talmai/mm1-queue.git,Airport (MM1) Queues Simulation,2,0,2,airport,GitHub
279,LIRF,https://github.com/BAWV12/LIRF.git,LIRF airport for FGFS,2,0,2,airport,GitHub
280,aussieparking,https://github.com/YesDigitalWeb/aussieparking.git,Aussie Airport Parking,2,0,2,airport,GitHub
281,IATA-Airports-Codes,https://github.com/rezanozari/IATA-Airports-Codes.git,IATA airports Persian data,2,0,2,airport,GitHub
282,airports_in_japan,https://github.com/keijipoon/airports_in_japan.git,Airport database in Japan,2,0,2,airport,GitHub
283,openflights,https://github.com/jpatokal/openflights.git,"Website for storing flight information, rendering paths on a zoomable world map and calculating statistics, with plenty of free airline, airport and route data.",1119,326,1119,airport,GitHub
284,JDFlipNumberView,https://github.com/calimarkus/JDFlipNumberView.git,[iOS] Representing analog flip numbers like airport/trainstation displays,740,139,740,airport,GitHub
285,littlenavmap,https://github.com/albar965/littlenavmap.git," Little Navmap is a free flight planner, navigation tool, moving map, airport search and airport information system for Flight Simulator X, Microsoft Flight Simulator 2020, Prepar3D and X-Plane.",659,103,659,airport+navigation+flight+simulator+map+flightplan+fsx+prepar3d+x-plane+flightplanner+msfs,GitHub
286,AirportBrcmFixup,https://github.com/acidanthera/AirportBrcmFixup.git,An open source kernel extension providing a set of patches required for non-native Airport Broadcom Wi-Fi cards.,462,62,462,airport,GitHub
287,FlightAirMap,https://github.com/Ysurac/FlightAirMap.git,"Open source project displaying live aircrafts, ships or trackers on 2D/3D map. Browse through the data based on a particular aircraft, airline, airport, tracker or vessel to search through the database or see extensive statistics. Can use ADS-B in SBS1 format (dump1090, Radarcape,...), VRS, VA (VATSIM, IVAO whazzup.txt, phpvms,...), ACARS (acarsdec, acarsdeco2), APRS, AIS as datasource.",388,124,388,airport+vatsim+ivao+aircraft+crash+cesium+acars+airport+glidernet+phpvms+notam+metar+airline+modes+ads-b+sbs+vessel+ship+tracker+3d-map+flight,GitHub
288,Airports,https://github.com/mwgg/Airports.git,"A JSON database of 28k+ airports with ICAO/IATA codes, names, cities, two-letter country identifiers, elevation, latitude & longitude, and a timezone identifier",291,101,291,airport,GitHub
289,airport-codes,https://github.com/datasets/airport-codes.git,"List of Airport codes, locations and other information around the world",240,78,240,airport,GitHub
290,JSON-Airports,https://github.com/jbrooksuk/JSON-Airports.git,"A JSON array of Airport names, IATA code and location",239,90,239,airport,GitHub
291,airport-codes,https://github.com/lynnandtonic/airport-codes.git,✈️ Making sense of those three-letter airport codes.,232,185,232,airport,GitHub
292,Throttle,https://github.com/dmolsen/Throttle.git,"Throttle is a simple node.js app that makes it easier to test how a website performs on poor network connections. For example, testing a responsive website on a poor 3G connection without actually having to have a poor 3G connection. Simply connect your Mac to ethernet, share the network connection via Airport, run Throttle, and any connected device will then be throttled to the the network speed you specified. Throttle was designed to be used in conjunction with a device lab and products like shim or Adobe Shadow where a shared connection is expected.",207,8,207,airport,GitHub
293,wireless_half-mini,https://github.com/toleda/wireless_half-mini.git,macOS Airport Half Mini (WiFi and Bluetooth),206,53,206,airport,GitHub
294,geneva-dictators,https://github.com/lefranz/geneva-dictators.git,GVA Dictator Alert: tracking dictator's jets landing and leaving Geneva Airport,190,22,190,airport,GitHub
295,AirReceiver,https://github.com/fgp/AirReceiver.git,"AirReceiver is an AirPort Express emulator, i.e. it allows streaming audio from iTunes and iOS devices to a computer running AirReceiver. It does so by implementing a RAOP/AirTunes2 server.",157,96,157,airport,GitHub
296,Airports,https://github.com/InfiniteFlightAirportEditing/Airports.git,"Got a passion for design, and want to help improve Infinite Flight? Help contribute to airport designs here!",154,480,154,airport+infinite-flight+airport-designs+flight-simulator+aviation+airport-editing,GitHub
297,airpyrt-tools,https://github.com/x56/airpyrt-tools.git,Python module and client for the AirPort device management interface,110,14,110,airport,GitHub
298,OS-X-Null-Ethernet,https://github.com/RehabMan/OS-X-Null-Ethernet.git,"A ""Null"" (Fake) Ethernet driver for OS X meant to be used when you have no working Ethernet or AirPort",101,15,101,airport,GitHub
299,Android-FlipDigitView,https://github.com/Vinayrraj/Android-FlipDigitView.git,"The FlipDigitView is simulating an analog flip display (like those for the departure time on the airport). Please open a Github issue, if you think anything is missing or wrong.",87,26,87,airport,GitHub
300,FSDAirportFlipLabel,https://github.com/felix-dumit/FSDAirportFlipLabel.git,UILabel like old Airport flipping labels,83,10,83,airport+ios+ios-animation+label+airport,GitHub
301,airport-sniffer,https://github.com/zhovner/airport-sniffer.git,Very simple Wi-Fi sniffer and dumps parser for built-in macbook AirPort Extreme card. Only native MacOS tools used.,70,13,70,airport,GitHub
302,EDDS-freeware-releases,https://github.com/gravity-EDDS/EDDS-freeware-releases.git,A project to bring the airport back to (virtual) life.,57,2,57,airport+microsoft-flight-simulator-2020+scenery+airport+microsoft-flight-simulator+edds,GitHub
303,jolivia,https://github.com/openairplay/jolivia.git,"An Java implementation of DMAP, DAAP, DPAP, DMCP, DACP and RAOP with Guice + Jetty - Essentially a iTunes share, iPhoto share and Airport Express emulation",56,11,56,airport+itunes+daap+raop+java+protocol+iphoto+bonjour+guice-jetty+airport,GitHub
304,pydata-networkx,https://github.com/MridulS/pydata-networkx.git,"[Archived! Check out http://ericmjl.github.io/Network-Analysis-Made-Simple/] A short tutorial on network analysis using Game of Thrones, US Airports and Python!",55,29,55,airport+network-analysis+tutorial+game-of-thrones+us-airports+networkx+graph-algorithms,GitHub
305,django-airports,https://github.com/bashu/django-airports.git,"✈️ It's like django-cities, but django-airports",54,15,54,airport+django+django-cities,GitHub
306,FlightsNorway,https://github.com/follesoe/FlightsNorway.git,Windows Phone 7 Application to monitor arrivals and departures from Norwegian airports. Demo app from NDC2010,44,20,44,airport,GitHub
307,PleaseSleep,https://github.com/xinstein/PleaseSleep.git,PleaseSleep will disable WiFi (airport) when your Mac goes into sleep mode.,43,13,43,airport,GitHub
308,airport-simulation,https://github.com/heronyang/airport-simulation.git,Airport Surface Simulator and Evaluation Tool 2,36,18,36,airport+airport+simulation+scheduling+nasa+cmu+surface+uncertainty+airport-simulation+evaluation,GitHub
309,InfoHub,https://github.com/KioskApps/InfoHub.git,Airport live data streaming kiosk app for Chrome,34,17,34,airport,GitHub
310,VistArrow,https://github.com/thegenuinegourav/VistArrow.git,An Android App that will unleash Vistara Airport Experience.,31,7,31,airport+android+java+camera-control+gps-tracker+gps-location+camera,GitHub
311,jquery-airport,https://github.com/okcoker/jquery-airport.git,Airport is a rather simple text effect plugin for Jquery. It emulates the style of those flickering information boards you sometimes find on airports and train stations.,31,9,31,airport,GitHub
312,airline-passenger-counts,https://github.com/marklit/airline-passenger-counts.git,"Commercial Airline Passenger Counts between airports (for latest year reported, usually 2013)",31,10,31,airport,GitHub
313,Flight-Schedules,https://github.com/mapm14/Flight-Schedules.git,"Android app that to show flights schedules between airports. Written in Kotlin and uses MVP Architecture, Dagger 2, Retrofit 2, RxKotlin, Arrow. Has unit and Android tests.",29,2,29,airport,GitHub
314,airport-codes,https://github.com/ram-nadella/airport-codes.git,Airport codes (IATA) and their corresponding information. Also available as a web service.,28,16,28,airport,GitHub
315,airportsnear.me,https://github.com/SaraVieira/airportsnear.me.git,Find airports near you or any location you input,28,3,28,airport,GitHub
316,airport,https://github.com/cfircohen/airport.git, Visual puzzle solver for Smartgames “Airport” puzzle,25,14,25,airport,GitHub
317,raop,https://github.com/tenderlove/raop.git,RAOP Client is an Airport Express client written in ruby. It allows you to stream music to an Airport Express from Ruby.,24,2,24,airport,GitHub
318,airport-codes,https://github.com/L1fescape/airport-codes.git,An NPM module containing airport codes (IATA) and other information,22,16,22,airport,GitHub
